ORF	SGD	GENENAME	logFC	unshrunk.logFC	logCPM	PValue	FDR
YOR272W	S000005798	YTM1	0.69	0.69	6.73	0.868	1
YER044C	S000000846	ERG28	-0.77	-0.772	7.37	0.869	1
YPL093W	S000006014	NOG1	0.67	0.673	8.13	0.869	1
YNL064C	S000005008	YDJ1	-0.76	-0.763	8.95	0.87	1
YJL148W	S000003684	RPA34	0.59	0.587	5.93	0.871	1
YDR032C	S000002439	PST2	-0.72	-0.717	6.65	0.872	1
YNL061W	S000005005	NOP2	0.69	0.691	7.13	0.873	1
YER082C	S000000884	UTP7	0.57	0.571	6.1	0.876	1
YLR186W	S000004176	EMG1	0.79	0.789	6.64	0.876	1
YHR137W	S000001179	ARO9	0.73	0.735	7.95	0.877	1
YGR083C	S000003315	GCD2	0.67	0.67	6.44	0.877	1
YAL017W	S000000015	PSK1	-0.78	-0.783	6.68	0.878	1
YGR085C	S000003317	RPL11B	0.73	0.729	9.29	0.884	1
YNL075W	S000005019	IMP4	0.6	0.602	5.46	0.884	1
YKL029C	S000001512	MAE1	0.43	0.434	7.88	0.885	1
YLR197W	S000004187	NOP56	0.72	0.722	8.71	0.888	1
YAL036C	S000000034	RBG1	0.77	0.769	6.68	0.888	1
YDR100W	S000002507	TVP15	-0.7	-0.701	5.47	0.889	1
YLR388W	S000004380	RPS29A	0.37	0.366	7.22	0.89	1
YLL019C	S000003942	KNS1	-0.72	-0.717	5.55	0.891	1
YPL016W	S000005937	SWI1	0.64	0.644	6.12	0.897	1
YJL122W	S000003658	ALB1	0.59	0.587	5.85	0.898	1
YLR401C	S000004393	DUS3	0.63	0.634	5.92	0.899	1
YNL151C	S000005095	RPC31	0.64	0.641	5.41	0.9	1
YNL110C	S000005054	NOP15	0.41	0.406	5.37	0.9	1
YPL266W	S000006187	DIM1	0.54	0.544	6.24	0.901	1
YPL086C	S000006007	ELP3	0.74	0.737	6.27	0.902	1
YLR264W	S000004254	RPS28B	0.4	0.396	7.37	0.903	1
YNL065W	S000005009	AQR1	-0.34	-0.347	5.71	0.904	1
YLR413W	S000004405	INA1	0.45	0.451	8.54	0.904	1
YJR121W	S000003882	ATP2	-0.7	-0.697	10.9	0.905	1
YDR471W	S000002879	RPL27B	0.8	0.798	8.8	0.905	1
YOR317W	S000005844	FAA1	-0.74	-0.737	8.74	0.905	1
YKL094W	S000001577	YJU3	-0.73	-0.726	6.1	0.91	1
YJR094W-A	S000003855	RPL43B	0.26	0.261	8.32	0.912	1
YDR502C	S000002910	SAM2	0.69	0.694	7.68	0.913	1
Q0045	S000007260	COX1	0.11	0.11	5.43	0.913	1
YCL036W	S000000541	GFD2	0.12	0.117	4.91	0.915	1
YDL150W	S000002309	RPC53	0.46	0.456	5.44	0.916	1
YOR234C	S000005760	RPL33B	0.76	0.762	8.53	0.917	1
YBL011W	S000000107	SCT1	-0.81	-0.807	6.88	0.918	1
YDR270W	S000002678	CCC2	-0.71	-0.712	6.06	0.919	1
YLR110C	S000004100	CCW12	-0.48	-0.479	12.3	0.92	1
YMR102C	S000004708	NA	-0.73	-0.726	5.87	0.92	1
YPR124W	S000006328	CTR1	0.25	0.253	7.21	0.92	1
YKL216W	S000001699	URA1	0.62	0.619	6.28	0.92	1
YHR128W	S000001170	FUR1	0.76	0.758	7.53	0.921	1
YHR052W	S000001094	CIC1	0.63	0.626	7	0.921	1
YGR155W	S000003387	CYS4	0.76	0.759	9.56	0.922	1
YER081W	S000000883	SER3	-0.65	-0.651	5.74	0.923	1
YPL043W	S000005964	NOP4	0.42	0.423	6.52	0.923	1
YMR020W	S000004622	FMS1	-0.59	-0.585	6.17	0.924	1
YNL124W	S000005068	NAF1	0.49	0.493	5.27	0.924	1
YPL163C	S000006084	SVS1	0.68	0.682	5.5	0.924	1
YHR149C	S000001192	SKG6	0.59	0.593	5.47	0.927	1
YHR170W	S000001213	NMD3	0.72	0.719	7.25	0.928	1
YGR255C	S000003487	COQ6	-0.74	-0.744	6.81	0.928	1
YDL031W	S000002189	DBP10	0.63	0.632	6.61	0.929	1
YDL054C	S000002212	MCH1	-0.57	-0.566	5.58	0.931	1
YBR154C	S000000358	RPB5	0.55	0.552	6.53	0.934	1
YPL212C	S000006133	PUS1	0.64	0.637	6	0.934	1
YPL006W	S000005927	NCR1	-0.73	-0.727	6.61	0.936	1
YER026C	S000000828	CHO1	-0.64	-0.643	6.93	0.936	1
YGR187C	S000003419	HGH1	0.57	0.57	6.08	0.937	1
YER103W	S000000905	SSA4	-0.64	-0.644	10.7	0.938	1
YGR209C	S000003441	TRX2	-0.59	-0.591	7.01	0.939	1
YBR035C	S000000239	PDX3	-0.73	-0.727	6.18	0.939	1
YGR060W	S000003292	ERG25	0.75	0.749	9.28	0.941	1
YDL248W	S000002407	COS7	-0.59	-0.594	6.5	0.942	1
YOR230W	S000005756	WTM1	-0.64	-0.643	8.39	0.942	1
YPL207W	S000006128	TYW1	0.66	0.657	6.96	0.942	1
YPR110C	S000006314	RPC40	0.7	0.696	7.36	0.943	1
YHR080C	S000001122	LAM4	-0.7	-0.699	6.06	0.943	1
YDR299W	S000002707	BFR2	0.25	0.246	5.25	0.943	1
YPL198W	S000006119	RPL7B	0.72	0.716	9.33	0.944	1
YLR336C	S000004328	SGD1	0.55	0.549	5.68	0.944	1
YHR196W	S000001239	UTP9	0.51	0.512	6.41	0.945	1
YLR206W	S000004196	ENT2	-0.67	-0.674	7.12	0.946	1
YOL019W	S000005379	NA	0.68	0.679	5.97	0.946	1
YOR004W	S000005530	UTP23	0.27	0.266	5.25	0.947	1
YJL010C	S000003547	NOP9	0.63	0.632	6.2	0.947	1
YPL177C	S000006098	CUP9	0.61	0.613	5.74	0.947	1
YHR028C	S000001070	DAP2	-0.69	-0.688	6.19	0.948	1
YPR115W	S000006319	RGC1	-0.68	-0.678	5.65	0.95	1
YBL068W	S000000164	PRS4	0.65	0.65	6.11	0.95	1
YNL102W	S000005046	POL1	0.57	0.569	5.4	0.95	1
YAL059W	S000000055	ECM1	0.49	0.487	5.29	0.951	1
YOR227W	S000005753	HER1	-0.74	-0.737	6.88	0.952	1
YBL030C	S000000126	PET9	-0.49	-0.492	9.83	0.952	1
YER141W	S000000943	COX15	-0.67	-0.671	7.53	0.954	1
YFR001W	S000001897	LOC1	0.2	0.197	5.16	0.955	1
YBL054W	S000000150	TOD6	-0.23	-0.229	5.69	0.955	1
YOL087C	S000005447	DUF1	-0.68	-0.679	5.96	0.955	1
YMR014W	S000004616	BUD22	0.32	0.322	5.23	0.957	1
YHL035C	S000001027	VMR1	-0.58	-0.577	6.58	0.958	1
YFR055W	S000001952	IRC7	0.41	0.411	5.28	0.958	1
YNL096C	S000005040	RPS7B	0.68	0.678	9.03	0.958	1
YDR479C	S000002887	PEX29	-0.58	-0.575	5.23	0.959	1
YDL004W	S000002162	ATP16	-0.71	-0.706	7.1	0.959	1
YJR077C	S000003838	MIR1	-0.43	-0.43	8.95	0.96	1
YPR042C	S000006246	PUF2	-0.57	-0.575	6.36	0.961	1
YFR032C-A	S000006437	RPL29	0.3	0.295	8.3	0.961	1
YIL034C	S000001296	CAP2	-0.65	-0.647	7.09	0.961	1
YHR089C	S000001131	GAR1	0.71	0.708	7.9	0.962	1
YBR267W	S000000471	REI1	0.49	0.489	5.8	0.962	1
YKR013W	S000001721	PRY2	0.55	0.551	6.87	0.962	1
YNL112W	S000005056	DBP2	-0.31	-0.314	8.51	0.963	1
YML035C	S000004498	AMD1	-0.69	-0.691	7.17	0.964	1
YBR189W	S000000393	RPS9B	0.72	0.721	10.9	0.964	1
YLR009W	S000003999	RLP24	0.44	0.44	6.46	0.964	1
YDL128W	S000002286	VCX1	-0.65	-0.646	6.45	0.964	1
YJR126C	S000003887	VPS70	-0.65	-0.647	6.24	0.965	1
YFL002C	S000001894	SPB4	0.5	0.505	5.46	0.965	1
YOL121C	S000005481	RPS19A	0.62	0.624	9.06	0.965	1
YGL256W	S000003225	ADH4	0.74	0.735	8.13	0.965	1
YJR132W	S000003893	NMD5	0.74	0.744	6.81	0.965	1
YIL133C	S000001395	RPL16A	0.65	0.649	9.9	0.966	1
YBR286W	S000000490	APE3	-0.72	-0.722	10.2	0.966	1
YKL192C	S000001675	ACP1	-0.58	-0.584	7.46	0.966	1
YCR011C	S000000604	ADP1	-0.74	-0.741	7.36	0.967	1
YDR046C	S000002453	BAP3	0.66	0.656	7.98	0.967	1
YMR304W	S000004920	UBP15	-0.6	-0.596	6.37	0.968	1
YMR131C	S000004738	RRB1	0.65	0.645	7.52	0.968	1
YNL248C	S000005192	RPA49	0.59	0.595	7.22	0.969	1
YNL251C	S000005195	NRD1	-0.66	-0.661	7.94	0.969	1
YNL111C	S000005055	CYB5	0.63	0.633	6.89	0.969	1
YNL231C	S000005175	PDR16	0.51	0.507	6.55	0.969	1
YGR079W	S000003311	NA	-0.09	-0.0919	4.93	0.969	1
YIL094C	S000001356	LYS12	0.68	0.676	7.28	0.969	1
YCR057C	S000000653	PWP2	0.59	0.589	7.21	0.971	1
YCR004C	S000000597	YCP4	-0.73	-0.733	6.75	0.971	1
YPR034W	S000006238	ARP7	0.53	0.532	5.68	0.972	1
YNR001C	S000005284	CIT1	-0.63	-0.628	8.55	0.972	1
YOR198C	S000005724	BFR1	0.4	0.403	8.78	0.972	1
YHL033C	S000001025	RPL8A	0.66	0.661	9.59	0.972	1
YDL121C	S000002279	NA	0.46	0.463	5.26	0.973	1
YOR095C	S000005621	RKI1	0.42	0.416	6.29	0.973	1
YNL182C	S000005126	IPI3	0.52	0.523	6.29	0.973	1
YPR113W	S000006317	PIS1	-0.56	-0.556	7.01	0.973	1
YLR438W	S000004430	CAR2	0.38	0.377	8.02	0.974	1
YEL053C	S000000779	MAK10	0.53	0.529	5.58	0.974	1
YJR072C	S000003833	NPA3	0.38	0.385	5.33	0.975	1
YNL023C	S000004968	FAP1	0.37	0.368	5.25	0.975	1
YOR239W	S000005765	ABP140	0.34	0.338	6.73	0.975	1
YER126C	S000000928	NSA2	0.35	0.35	6.3	0.975	1
YDL082W	S000002240	RPL13A	0.7	0.697	9.28	0.976	1
YEL065W	S000000791	SIT1	0.34	0.335	7.13	0.976	1
YIL145C	S000001407	PAN6	0.62	0.621	5.5	0.976	1
YCL037C	S000000542	SRO9	0.61	0.611	6.51	0.976	1
YJL189W	S000003725	RPL39	0.27	0.269	8.54	0.976	1
YLR287C	S000004277	NA	0.49	0.489	5.49	0.977	1
YBL024W	S000000120	NCL1	0.62	0.625	7.57	0.977	1
YML126C	S000004595	ERG13	0.71	0.706	9.88	0.977	1
YCR012W	S000000605	PGK1	-0.41	-0.406	14.3	0.977	1
YDR210W	S000002618	NA	0.35	0.349	5.7	0.977	1
YNL067W	S000005011	RPL9B	0.64	0.64	8.79	0.978	1
YDR384C	S000002792	ATO3	-0.23	-0.228	6.6	0.978	1
YHR174W	S000001217	ENO2	-0.37	-0.374	15.2	0.978	1
YEL071W	S000000797	DLD3	0.7	0.705	10	0.978	1
YDR165W	S000002572	TRM82	0.54	0.545	6.73	0.979	1
YER102W	S000000904	RPS8B	0.47	0.467	9.86	0.979	1
YLR397C	S000004389	AFG2	0.46	0.458	5.85	0.979	1
YER145C	S000000947	FTR1	0.52	0.52	8.19	0.979	1
YIL149C	S000001411	MLP2	0.42	0.42	6.11	0.979	1
YGR128C	S000003360	UTP8	0.55	0.548	6.77	0.98	1
YGR214W	S000003446	RPS0A	0.7	0.698	10.5	0.98	1
YOR341W	S000005868	RPA190	0.66	0.661	8.86	0.98	1
YKL032C	S000001515	IXR1	-0.61	-0.606	6.05	0.98	1
YLR436C	S000004428	ECM30	-0.67	-0.666	6.28	0.98	1
YPL217C	S000006138	BMS1	0.5	0.497	6.8	0.98	1
YLR372W	S000004364	ELO3	0.56	0.562	9.16	0.98	1
YDR251W	S000002659	PAM1	-0.66	-0.658	6.94	0.98	1
YGR097W	S000003329	ASK10	-0.5	-0.5	9	0.98	1
YNL119W	S000005063	NCS2	0.25	0.247	5.22	0.981	1
YLR222C	S000004212	UTP13	0.56	0.565	6.73	0.981	1
YMR128W	S000004735	ECM16	0.36	0.361	5.94	0.981	1
YIL021W	S000001283	RPB3	0.51	0.512	5.98	0.981	1
YLR221C	S000004211	RSA3	0.28	0.276	5.18	0.981	1
YOL022C	S000005382	TSR4	0.47	0.467	5.5	0.981	1
YLR248W	S000004238	RCK2	-0.59	-0.594	7.55	0.981	1
YER048C	S000000850	CAJ1	-0.4	-0.399	5.87	0.981	1
YGL008C	S000002976	PMA1	0.48	0.484	12.6	0.981	1
YML074C	S000004539	FPR3	0.15	0.147	7.38	0.981	1
YOL010W	S000005370	RCL1	0.54	0.544	5.9	0.982	1
YKR079C	S000001787	TRZ1	0.48	0.485	6.34	0.982	1
YJR104C	S000003865	SOD1	-0.57	-0.566	8.85	0.982	1
YHR146W	S000001189	CRP1	-0.28	-0.282	5.66	0.983	1
YDR155C	S000002562	CPR1	-0.52	-0.521	10.7	0.983	1
YOR381W	S000005908	FRE3	0.39	0.394	5.79	0.983	1
YDR055W	S000002462	PST1	-0.54	-0.543	6.74	0.983	1
YMR001C	S000004603	CDC5	0.53	0.526	5.87	0.983	1
YNL313C	S000005257	EMW1	0.62	0.617	6.78	0.983	1
YGR182C	S000003414	NA	-0.53	-0.529	6.12	0.984	1
YNL041C	S000004986	COG6	0.42	0.417	5.67	0.984	1
YJL125C	S000003661	GCD14	0.46	0.456	5.65	0.984	1
YLR352W	S000004344	NA	-0.58	-0.578	6.41	0.985	1
YLR223C	S000004213	IFH1	0.29	0.288	5.52	0.985	1
YHR063C	S000001105	PAN5	0.51	0.514	5.87	0.985	1
YHR204W	S000001247	MNL1	0.58	0.577	6.47	0.985	1
YLR006C	S000003996	SSK1	-0.53	-0.528	5.69	0.986	1
YBR187W	S000000391	GDT1	0.39	0.392	7.63	0.986	1
YBL007C	S000000103	SLA1	-0.65	-0.646	7.96	0.986	1
YLR237W	S000004227	THI7	-0.3	-0.299	5.98	0.986	1
YDR490C	S000002898	PKH1	-0.55	-0.547	5.48	0.986	1
YJR092W	S000003852	BUD4	0.47	0.473	5.56	0.986	1
YBR281C	S000000485	DUG2	0.54	0.54	6.24	0.986	1
YGR192C	S000003424	TDH3	-0.4	-0.395	15.5	0.987	1
YPR138C	S000006342	MEP3	0.53	0.534	6.65	0.987	1
YDL174C	S000002333	DLD1	-0.59	-0.59	6.79	0.987	1
YMR229C	S000004842	RRP5	0.61	0.611	8.28	0.987	1
YDR517W	S000002925	GRH1	-0.57	-0.568	6.33	0.987	1
YKL140W	S000001623	TGL1	-0.6	-0.601	6.55	0.987	1
YNR033W	S000005316	ABZ1	-0.57	-0.567	5.77	0.987	1
YJR109C	S000003870	CPA2	0.43	0.434	7.47	0.987	1
YDL195W	S000002354	SEC31	-0.65	-0.652	9.06	0.987	1
YJR063W	S000003824	RPA12	0.55	0.548	5.72	0.988	1
YDL046W	S000002204	NPC2	-0.55	-0.554	7.67	0.988	1
YJL177W	S000003713	RPL17B	0.65	0.652	9.53	0.988	1
YPL026C	S000005947	SKS1	0.4	0.403	5.9	0.988	1
YDR476C	S000002884	NA	0.23	0.228	5.99	0.988	1
YDL201W	S000002360	TRM8	0.5	0.503	5.86	0.988	1
YPL146C	S000006067	NOP53	0.2	0.201	5.59	0.989	1
YDR225W	S000002633	HTA1	-0.51	-0.508	7.57	0.989	1
YCR051W	S000000647	NA	0.43	0.431	5.17	0.989	1
YJL171C	S000003707	TOH1	-0.53	-0.529	7.05	0.989	1
YKR016W	S000001724	MIC60	-0.18	-0.177	6.08	0.989	1
YLR048W	S000004038	RPS0B	0.57	0.566	11.1	0.989	1
YLR033W	S000004023	RSC58	0.44	0.436	5.67	0.989	1
YOL158C	S000005518	ENB1	-0.35	-0.354	6.62	0.99	1
YOR355W	S000005882	GDS1	0.58	0.581	8.42	0.99	1
YNL272C	S000005216	SEC2	0.56	0.559	5.77	0.99	1
YNR053C	S000005336	NOG2	0.35	0.346	6.67	0.99	1
YER095W	S000000897	RAD51	-0.4	-0.401	6.94	0.99	1
YMR139W	S000004747	RIM11	-0.56	-0.559	6.46	0.99	1
YBR079C	S000000283	RPG1	0.55	0.548	8.72	0.99	1
YOL075C	S000005435	NA	-0.52	-0.521	5.71	0.99	1
YKR057W	S000001765	RPS21A	0.47	0.466	8.31	0.99	1
YPR008W	S000006212	HAA1	-0.52	-0.521	6.45	0.99	1
YER131W	S000000933	RPS26B	0.57	0.565	9.44	0.99	1
YKR095W	S000001803	MLP1	0.4	0.403	6.16	0.99	1
YLL053C	S000003976	NA	0.03	0.0325	6.97	0.991	1
YKR014C	S000001722	YPT52	-0.33	-0.335	5.9	0.991	1
YGL206C	S000003174	CHC1	-0.64	-0.644	8.35	0.991	1
YMR011W	S000004613	HXT2	-0.23	-0.23	10	0.991	1
YDR429C	S000002837	TIF35	0.45	0.45	7.61	0.991	1
YGL126W	S000003094	SCS3	0.12	0.116	5.7	0.991	1
YLR129W	S000004119	DIP2	0.54	0.536	6.97	0.991	1
YFR033C	S000001929	QCR6	-0.26	-0.256	7.28	0.991	1
YHL001W	S000000993	RPL14B	0.63	0.635	8.82	0.991	1
YDL074C	S000002232	BRE1	0.34	0.341	6.25	0.991	1
YDL136W	S000002295	RPL35B	0.51	0.507	9.13	0.991	1
YNL280C	S000005224	ERG24	-0.55	-0.547	7.46	0.991	1
YGL120C	S000003088	PRP43	0.53	0.527	7.22	0.992	1
YER117W	S000000919	RPL23B	0.49	0.492	9.87	0.992	1
YOR176W	S000005702	HEM15	-0.5	-0.504	5.73	0.992	1
YGR279C	S000003511	SCW4	-0.43	-0.433	9.11	0.992	1
YOR136W	S000005662	IDH2	-0.53	-0.527	8.04	0.992	1
YML111W	S000004579	BUL2	0.48	0.484	5.88	0.992	1
YKR072C	S000001780	SIS2	0.43	0.433	5.87	0.992	1
YLR325C	S000004317	RPL38	0.47	0.467	8.82	0.992	1
YDR061W	S000002468	NA	0.29	0.294	5.7	0.992	1
YGR254W	S000003486	ENO1	-0.22	-0.225	13.6	0.992	1
YOR046C	S000005572	DBP5	0.55	0.549	7.17	0.992	1
YJL138C	S000003674	TIF2	-0.01	-0.0133	8.98	0.992	1
YMR290C	S000004903	HAS1	0.41	0.413	7.51	0.992	1
YDR153C	S000002560	ENT5	0.17	0.168	5.98	0.992	1
YKL021C	S000001504	MAK11	0.42	0.421	5.91	0.992	1
YOL129W	S000005489	VPS68	-0.41	-0.412	6.86	0.992	1
YOR091W	S000005617	TMA46	0.3	0.303	5.91	0.992	1
YPL112C	S000006033	PEX25	0.49	0.485	5.97	0.992	1
YJR148W	S000003909	BAT2	0.54	0.54	7.15	0.993	1
YML063W	S000004528	RPS1B	0.59	0.587	10.9	0.993	1
YOR241W	S000005767	MET7	0.44	0.443	5.82	0.993	1
YDR025W	S000002432	RPS11A	0.6	0.604	10	0.993	1
YBR115C	S000000319	LYS2	0.47	0.474	7.27	0.993	1
YOL086C	S000005446	ADH1	-0.25	-0.245	13.9	0.993	1
YHR072W-A	S000007455	NOP10	0.21	0.209	5.7	0.993	1
YOR247W	S000005773	SRL1	0.49	0.485	9.16	0.993	1
YDR122W	S000002529	KIN1	-0.56	-0.559	5.83	0.993	1
YEL020W-A	S000007256	TIM9	0.35	0.355	5.55	0.993	1
YPL206C	S000006127	PGC1	-0.42	-0.423	5.6	0.994	1
YLR395C	S000004387	COX8	-0.38	-0.381	6.05	0.994	1
YOR048C	S000005574	RAT1	0.48	0.476	6.3	0.994	1
YLR448W	S000004440	RPL6B	0.61	0.615	9.47	0.994	1
YLR422W	S000004414	DCK1	-0.52	-0.518	6.13	0.994	1
YGR123C	S000003355	PPT1	0.57	0.569	6.48	0.994	1
YGR167W	S000003399	CLC1	-0.34	-0.338	6.57	0.994	1
YAL035W	S000000033	FUN12	0.41	0.415	8.5	0.994	1
YDR148C	S000002555	KGD2	-0.66	-0.657	7.33	0.994	1
YDL198C	S000002357	GGC1	0.41	0.415	7	0.994	1
YML022W	S000004484	APT1	0.24	0.242	7.56	0.994	1
YNL068C	S000005012	FKH2	0.46	0.461	5.52	0.994	1
YJL101C	S000003637	GSH1	0.5	0.502	6.89	0.994	1
YKL143W	S000001626	LTV1	0.02	0.0168	5.52	0.994	1
YFL010C	S000001884	WWM1	0.39	0.395	5.57	0.994	1
YHR013C	S000001055	ARD1	0.41	0.414	5.93	0.994	1
YEL017C-A	S000002103	PMP2	0.01	0.0126	5.92	0.994	1
YOR293W	S000005819	RPS10A	0.6	0.602	9.77	0.994	1
YHR003C	S000001045	TCD1	0.49	0.495	6.05	0.994	1
YML058W	S000004523	SML1	-0.28	-0.281	7.5	0.995	1
YGR189C	S000003421	CRH1	0.58	0.582	8.4	0.995	1
YJR002W	S000003762	MPP10	0.36	0.365	6.23	0.995	1
YPR156C	S000006360	TPO3	-0.37	-0.372	6.45	0.995	1
YPR169W	S000006373	JIP5	0.51	0.511	6.28	0.995	1
YGR191W	S000003423	HIP1	-0.51	-0.508	8.42	0.995	1
YCL052C	S000000557	PBN1	-0.53	-0.532	6.22	0.995	1
YDL027C	S000002185	MRX9	-0.36	-0.358	6	0.995	1
YPR041W	S000006245	TIF5	0.54	0.536	8.12	0.995	1
YBR088C	S000000292	POL30	0.45	0.447	6.36	0.995	1
YOR096W	S000005622	RPS7A	0.55	0.551	10.2	0.995	1
YNL247W	S000005191	NA	0.55	0.55	7.55	0.995	1
YKL164C	S000001647	PIR1	-0.5	-0.502	9.39	0.995	1
YPL019C	S000005940	VTC3	0.57	0.572	8.4	0.995	1
YJR118C	S000003879	ILM1	0.25	0.252	6.08	0.995	1
YOR112W	S000005638	CEX1	0.52	0.52	6.09	0.995	1
YPR129W	S000006333	SCD6	0.43	0.431	6.42	0.995	1
YDL063C	S000002221	SYO1	0.07	0.0669	6.16	0.995	1
YOR182C	S000005708	RPS30B	0.31	0.314	8.07	0.995	1
YEL040W	S000000766	UTR2	0.57	0.572	10.1	0.995	1
YLR344W	S000004336	RPL26A	0.57	0.574	8.97	0.995	1
YJR014W	S000003775	TMA22	0.33	0.334	5.91	0.995	1
YFL039C	S000001855	ACT1	-0.4	-0.401	12.2	0.995	1
YPR060C	S000006264	ARO7	0.46	0.459	5.59	0.995	1
YGL111W	S000003079	NSA1	0.4	0.405	6.07	0.995	1
YGR148C	S000003380	RPL24B	0.51	0.508	9.85	0.995	1
YBL036C	S000000132	NA	0.33	0.335	5.94	0.996	1
YFR044C	S000001940	DUG1	-0.44	-0.442	9.62	0.996	1
YNL104C	S000005048	LEU4	0.48	0.479	9.11	0.996	1
YOR188W	S000005714	MSB1	0.42	0.416	5.72	0.996	1
YLR409C	S000004401	UTP21	0.52	0.523	7.16	0.996	1
YMR303C	S000004918	ADH2	-0.35	-0.348	9.95	0.996	1
YOR219C	S000005745	STE13	-0.47	-0.471	5.72	0.996	1
YER151C	S000000953	UBP3	0.26	0.263	6.22	0.996	1
YGL071W	S000003039	AFT1	0.36	0.36	5.74	0.996	1
YIL035C	S000001297	CKA1	0.36	0.36	6.51	0.996	1
YJL190C	S000003726	RPS22A	0.58	0.584	10.4	0.996	1
YBL101C	S000000197	ECM21	-0.51	-0.51	5.91	0.996	1
YEL022W	S000000748	GEA2	0.38	0.378	6.65	0.996	1
YOR342C	S000005869	NA	0.39	0.391	5.77	0.996	1
YOR243C	S000005769	PUS7	0.52	0.523	6.71	0.996	1
YLR314C	S000004306	CDC3	0.25	0.253	6.38	0.996	1
YCR008W	S000000601	SAT4	-0.57	-0.569	7.28	0.996	1
YJL109C	S000003645	UTP10	0.59	0.587	8.38	0.996	1
YIL064W	S000001326	EFM4	-0.22	-0.223	5.31	0.996	1
YDR500C	S000002908	RPL37B	0.57	0.573	9.39	0.996	1
YNL004W	S000004949	HRB1	0.38	0.376	6.34	0.996	1
YDR465C	S000002873	RMT2	-0.26	-0.263	6.28	0.996	1
YJR116W	S000003877	TDA4	-0.16	-0.164	5.46	0.996	1
YJR041C	S000003802	URB2	0.41	0.409	6.65	0.996	1
YDL070W	S000002228	BDF2	0.12	0.116	5.91	0.996	1
YKR067W	S000001775	GPT2	-0.5	-0.499	6.56	0.996	1
YIR012W	S000001451	SQT1	0.52	0.525	6.83	0.996	1
YLR432W	S000004424	IMD3	0.55	0.548	8.44	0.996	1
YPL239W	S000006160	YAR1	0.23	0.23	5.32	0.997	1
YKL020C	S000001503	SPT23	-0.53	-0.531	6.53	0.997	1
YJR001W	S000003761	AVT1	-0.47	-0.474	7.95	0.997	1
YMR108W	S000004714	ILV2	0.57	0.57	8.99	0.997	1
YDR398W	S000002806	UTP5	0.38	0.383	6.72	0.997	1
YOR375C	S000005902	GDH1	0.54	0.542	10.1	0.997	1
YKL078W	S000001561	DHR2	-0	-0.00156	5.33	0.997	1
YDR152W	S000002559	GIR2	0.23	0.234	6.09	0.997	1
YGR157W	S000003389	CHO2	0.56	0.558	9.47	0.997	1
YPR191W	S000006395	QCR2	-0.57	-0.571	8.02	0.997	1
YPL028W	S000005949	ERG10	0.51	0.508	9.9	0.997	1
YKL056C	S000001539	TMA19	-0.3	-0.296	10.9	0.997	1
YOR045W	S000005571	TOM6	-0.32	-0.318	5.51	0.997	1
YGR055W	S000003287	MUP1	0.43	0.426	8.63	0.997	1
YFR031C-A	S000002104	RPL2A	0.45	0.451	10.8	0.997	1
